label,review
m,بار اولی بود کافه رستوران می‌روم تجربه‌ی خوبی بود محیط خلوت ارومی داشت ظهر رفتم دکوراسونشون سبک شرقی قشنگ بود بهتر شدن دارد منوشان قیمت نداشت کار زیاد قشنگی نیست تک تک پرسنل قیمت هار پرسید منوی کاملی بود شیک ناتل‌ها تومان چای مراکشی لیمو نعناع تومان باقلوا تومان چای مراکشی خوش طعم بود سبک سروشان جالب بود چای بالا ریختن لیوان سبک مراکشی‌ها باقلوا تکه بود آماده خریده بودن شیرینی فروشی بهتر بود خودشان درست می‌کردند تازه نبود بد نبود حتما چای مراکشی امتحان کنید لیمو نعناع تازه سرو می‌شود برخورد پرسونل راضی بودم محترمانه بود حق سرویس نداشت خوب هست دفعه منوی رستوران امتحان می‌کنم نظرم می‌نویسم تجربه‌ی جدیدی بود
p,بار اولی رفتم کیفیت خوراک‌‌ها خوب بود بار دوم نظرم تغییر داد نبود پارک رفتار چندان جالب گارسن‌ها پیشنهاد نکردن رستوران دیگر‌ها هستند مهر تایید می‌زند
m,بار بازی گروه‌‌های دوست‌هایمان رفتیم واقعن خوش می‌گذرد دوسش داشتیم رفتار پرسنل راهنمایی خوب آن‌ها بازی‌‌ها عالی هست کیفیت خوراکیارو زیاد کنند محشر می‌شود
p,بار بخواهم برگر بخورم اولین جاهایی ذهنم می رسد برگر ذغالی ظفر هست کیفیتش خوب مطلوب هست قیمت‌هایش منطقی
p,بار بن کافه رفتم عالی هست قیمت‌‌ها مناسب هست کیفیت غذا‌هایشان خوب هست تراس دارد قشنگ هست دکوراسیونش شیک هست بار تولد دوستم گرفتیم راضی بودیم
p,بار دوم بود حدود ماه رستوران رفتیم عالیست برخورد خوب پرسنل تنوع کیفیت عالی غذاها معمولا منو انواع غذاهای ایرانی ایتالیایی دریایی غیره است کیفیت ان چندان درجه نیست دارچین کیفیت غذاها عالیه تنوع زیاد انواع ابمیوه طبیعی سالاد مشخصه سراشپز سلیقه‌ای دارند کمی میزها چسبیده هستند نور میتونه باشه انتهای سالن پنجره دوره روهم رفته رستورانهای علاقه منه خیال راحت میشه مهمون دعوت کرد
p,بار بهمراه دوستان خوردن غذا رستوران شعبه اصلی خیابان فاطمی رفتیم رستوران خیابان سیندخت قرار دارد اواسط هفته رستوران شلوغ نباشد نزدیک رستوران پارک می‌شود فضای نسبتا کوچک رستوران بصورت دو طبقه است تمیز مرتبه حس خوب دنج بودن مشتری می‌دهد سرویس‌دهی برخورد پرسنل رستوران خوب حرفه‌ای است غذا‌های متنوع رستوران امتحان کردیم می‌توانم اشاره کنم کیفیت فیل هست استیک سس قارچ مخلفات دورجین خوشمزه لذیذ بود گوشت استیک آش بخوبی مزه دار شده بود به‌درستی پخته شده بود می‌توانم بگویم استیک رستوران جزو بهترین استیکهایی هست تهران خوردم جوجه چینی میگو سوخاری خوشمزه کریسپی بود طعم مزه جوجه میگوی استفاده شده دو غذا لذت بردم می‌توانم بگویم دو بی‌نقص بودن پاستا پا هست فیل هست مرغ قارچ دوست دلشتم علیرغم پاستا پا هست بعضی رستوران‌ها بو مزه سیر تندی دارد پاستا طعم مزه خوب ملایمی داشت حجم زیاد کسیکه پاستا دوست باشد راضی کننده است جوجه چبنی نظرم خوب خوش طعم بود اشکالی ندیدم بشقاب سبزیجات نظرم ترکیب خوب متنوعی داشت اندازه پخته شده بود غذایهای اصلی کم کسر باقی نمیذاشت مجموع رفتن رستوران خوب باکیفیت خاطره خوبی دارم وقت رفتم راضی آمدم تشکر مدیریت پرسنل محترم رستوران خانه کوچک فاطمی
n,بار دوستام بودیم رفتیم ناهار فضایش خوب هست ویو قشنگی دارد غذا‌ها معمولی بودن
m,بار بوفه مکتب تهران رفتم فضای دلنشینی دارد مخصوصا‌ها بهار تابستان سرویس‌دهی مقدار کند هست رفتار پرسنل خوب شیک راضی نیستم خوب نیست نوشیدنی‌های خوب متنوعی دارد غذا‌هایشان هستم خوب هست حجم اسنک‌‌هایشان دور چین کم حجم پاستا خوب هست قیمت معمولی پارک آسان نزدیک‌ترین مترو میدان ولیعصر هفت تیر جایی هست محدوده هستید پیشنهاد می‌شود امتحان انتخاب کنید
m,بار پنجم هست امشب شام رفتیم راضی هستیم حتما امتحان کنید حتما
n,بار دوستام رفتم خاطره خوبی بود کلا خوشم آمد می‌گویند اولین پیتزایی تهران هست مکان لاکچری نباشید مطمین به‌یادماندنی می‌شود رستوران‌های قدیمی خسته طهرانه
m,بار تاکید می‌کنم بار رفتم دوستام دوتا غلیون سفارش دادیم چایی موزیک زنده داشت دوست نداشتم صدایش اذیتم می‌کرد فضا دکوراسیون عالی جذاب بود انتها موقع حساب کردن قیمتی گفتن چهارتایی شوکه شدیم گران بود نرفتیم
m,بار دوم بود تغییر نام بوندوسا می آمدیم دفعه زود رفتیم فضای بازش نشستیم دلیل زمستان بودن دورش نایلون پوشانده بودند آلاچیق شده بود سفارش نان سیر ساندویچ رست بیف پاستا گرات هستید مرغ انتها قوری چای بود نان سیر خمیر پیتزایی بود تفاوت خمیرش نازک‌‌تر خمیر پیتزا بود ‌ خوب پخته بود کفش سوخته نبود برشته نبود برش‌‌ها نرم بودند طعم سسش عالی بود اندازه سیر درست بود تلخی داشت تندی میکس پنیر روش می‌توانست بهتر ترکیبی‌تر باشد پیاله سس سس مخصوص وسطش داشت ترکیبات داخلش سس زاتزیکی می‌خورد ‌ سس زاتزیکی واقع سس یونانیه اصطلاح ایرانی سس ماست خیار می‌گویند داخلش سیر ادویه جات سبزیجات ماست ابلیمو روغن زیتون خیار دارد مسلما سس استاندارد نان سیر نیست ترکیبات داخلش دقت کنیم خیار نان سیر مناسب هستند اکثر نان سیرها پیتزا‌ها ازشان استفاده می‌شود عجیبی نیست کاش خیار داخلش حذف می‌کردند ‌نظیر کاری رستوران‌‌های محدوده بود نون سیر قبول بود نمره خوب می‌دهم مجددا پاستا گرات هستید مرغ دفعه سفارش دادیم پاستا گرات هستید مرغ بی‌نهایت عالی خوشمزه بود پاستا پا هست مرغ سس آلفرد بود روش پنیر پیتزا ریخته‌شده اب شده بود اولا داغ سرو شده بود بشقاب دست می‌زدید دستتان می‌سوخت ‌ لحظه آخر خوردن داغ عالی بود طعم سس الفردوشون معرکه بود تکه‌‌های مرغ داخلش فوق‌العاده خوشمزه مزه دار نرم پخته‌شده خوب بودند پاستاها اندازه پخته شده بود سفت خواهم بود له وارفته غلظت سس آلفرد استاندارد بود طعم کیفیت پنیر پیتزای روش عالی بود ترکیب هیجان‌انگیز رویایی تشکیل شده بود خوردنش سیر نمی‌شوید پاستا گرات هستید مرغ نمره عالی می‌دهم شدیدا توصیه می‌کنم دست ندیدش ساندویچ رست بیف گوشت ریش ریش گوساله قارچ پنیر پیتزا فلفل دلمه‌ای کاهو گوجه خیارشور سس بود داخل نون باگت دارچین سیب‌زمینی سرخ‌شده گوجه خیارشور سرو شده بود متاسفانه بد‌ترین بارز‌ترین بخشش نونش بود نون روغن سطح شیاردار چدنی گریل کرده بودند متاسفانه کف نون قسمت اتصال ظرف سیاه سوخته بود نون بوی سوختگی گرفته بود کاش می‌خواهند نون گریل برشته کنند کار به‌درستی بدهند اینطوری سرو کنند گوشت داخلش خوب خوشمزه بود متاسفانه داغ نبود ترکیبات داخلش معمولی بود سس مخصوص نوشته می‌شود مشتری انتظار سس هیجان‌انگیز ترکیبی دارد سسی ساندویچ داشت خوب نبود داخل ساندویچ گوجه خیارشور دارد وقت دارچین گوجه خیارشور تکراری درست نیست می‌شد کمی ترشی زیتون دیگه‌ای داخل ساندویچ ندارد دارچین سرو کرد سیب زمینی‌های دارچین نگینی خوشمزه عالی بود طعم کره‌ای داشت عالی برشته تنوری شده بود متاسفانه کم بود خاطر سیب زمینی‌های خوب کمی طعم خوب گوشت ساندویچ رست بیف نمره می‌دهم راضی نبودم وجه توصیه نمی‌کنم ضعیف بد بود ‌ سینی چوبی سرو شده بود ظاهرش بهتر طعمش بود قوری چای سرو شده خوب نرمال بود داخل فضای آلاچیق وسیله عدد بخاری برقی هی‌تر برقی پایه دار گرم می‌شد بستگی سمت تنظیم قسمت‌هایی فضا گرم بود قسمت‌‌های کمی سرد بود سوز داخل میومد خاطر سرو قلیان آزاد بودن کشیدن سیگار نمی‌شود منافذ آلاچیق پوشاند درز درروی هوا داشته باشد نورپردازی داخل آلاچیق ملایم مناسب بود فضای داخل گلدان‌‌های متعدد تزیین شده بود نیمکت‌‌های مبلی چرمی راحت صندلی‌‌های شیک رویه فوم راحت داشت نشستن زیاد روشان اذیت نمی‌شوید آلاچیق میز نفره میز نفره ظرفیت داشت سرویس آلاچیق سرویس سالن ضعیف تره کاغذ مخصوص بشقابی آلاچیق استفاده نمی‌کنند سس‌‌های متنوع میز نمی‌آورند گارسون‌‌ها کم‌تر سر می‌زنند هوا‌های آلاچیق دود سیگار قلیان اذیت نمی کند بهتر داخل سالن رستوران هست نکته ذکر دود سیگار قلیان میز‌ها اذیت نمی کند حجم زیادش بالای آلاچیق می‌رود منظور انتخاب بهتر راحت‌‌تر عکس‌‌های کاملی فضای آلاچیق کافه رستوران بوندوسا عکس‌‌های منوی بوندوسا جزییات قیمت‌‌های گرفتم ارسال می‌کنم لیست قلیان‌‌ها داخل نداشت خب اکثر طعم‌‌ها داشتند قیمت قلیان هزار تومان بود توضیحات لازم کافه رستوران بوندوسا قسمت داخل سالنش پست مراجعه قبلی توضیح دادم تکرار مجددشان پرهیز می‌کنم مجموع کافه رستوران بوندوسا خوب قبولیه توصیه می‌شود ممنون خسته نباشید خدمت پرسنل محترم کافه رستوران ایتالیایی بوندوسا
